,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros (tecnología),Total (tecnología),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros (velocidad),Total (velocidad)
382,2017,4,Tierra Del Fuego,19.372,6.906,530,1,2.045,28.854,6.0,310.0,31.334,2.0,0.0,0.0,0,0.0,31.652
383,2017,4,Tucumán,156.583,5.223,105,102,319.0,162.332,105.0,8.164,78.750,45.241,24.318,1.303,4.367,0.0,162.248
384,2018,1,Buenos Aires,1.452.061,1.793.884,133.928,64.379,31.194,3.475.446,1.514,74.766,1.445.752,292.732,886.678,480.237,184.203,105.818,3.471.700
385,2018,1,Capital Federal,349.995,968.483,35.535,3.164,9.393,1.366.570,89.0,10.039,292.566,222.737,487.826,227.953,127.384,0.0,1.368.594
386,2018,1,Catamarca,27.300,4.415,15,1,2.214,33.945,34.0,2.896,14.770,6.145,3.539,41.0,4,6.5,33.929
387,2018,1,Chaco,54.879,40.157,383,388,1.13,96.937,70.0,3.261,32.516,24.488,23.296,8.219,3.897,1.035,96.782
388,2018,1,Chubut,56.375,19.591,1.194,14.070,6.729,97.959,67.0,4.314,83.161,5.358,4.0,5.0,9,5.01,97.928
389,2018,1,Corrientes,56.937,35.225,888,1.334,33.0,94.417,11.0,5.005,37.152,24.038,19.068,5.89,3.256,0.0,94.420
390,2018,1,Córdoba,349.342,326.894,13.178,13.237,11.275,713.926,281.0,23.922,222.815,104.3,266.259,57.137,29.228,10.049,713.991
391,2018,1,Entre Ríos,106.998,75.751,3.789,10.776,80.0,197.394,18.0,8.861,90.080,45.599,37.401,9.818,5.071,0.0,196.848
392,2018,1,Formosa,23.556,7.095,17,1.603,57.0,32.328,1.11,3.803,10.092,5.117,10.061,1.091,1.046,0.0,32.320
393,2018,1,Jujuy,33.856,10.456,23,28,43.0,44.406,345.0,4.807,27.219,8.044,3.925,49.0,4,0.0,44.393
394,2018,1,La Pampa,10.807,51.389,8.386,10.556,1.926,83.064,245.0,8.119,67.104,1.616,1.076,614.0,98,3.503,82.375
395,2018,1,La Rioja,16.960,34.984,13,253,35.0,52.245,9.0,1.485,40.680,4.217,5.831,19.0,1,0.0,52.242
396,2018,1,Mendoza,152.931,36.872,3.086,6.206,1.852,200.947,20.0,1.662,164.599,501.0,266.0,19.0,72,33.788,200.927
397,2018,1,Misiones,56.311,46.880,328,5,56.0,103.580,48.0,4.7,35.820,23.291,26.223,10.241,3.219,0.0,103.542
398,2018,1,Neuquén,46.714,55.072,1.000,12.404,2.713,117.903,1.396,2.367,59.468,1.311,29.012,9.709,7.378,6.105,116.746
399,2018,1,Río Negro,68.769,31.712,1.251,4.259,5.128,111.119,409.0,5.333,74.894,530.0,17.997,4.972,3.129,3.975,111.239
400,2018,1,Salta,79.936,51.534,118,204,1.391,133.183,116.0,4.459,60.334,33.088,30.771,5.145,88,0.0,134.001
401,2018,1,San Juan,54.080,5.068,826,2.246,1.048,63.268,22.0,1.058,57.078,11.0,0.0,3.0,0,5.068,63.240
402,2018,1,San Luis,11.104,7.594,368,16,2.314,21.396,57.0,101.0,11.920,11.0,0.0,7.0,2,9.284,21.382
403,2018,1,Santa Cruz,18.615,4.474,1.799,6.734,2.783,34.405,26.0,120.0,28.600,655.0,100.0,1.0,3,4.267,33.772
404,2018,1,Santa Fe,341.997,300.421,10.674,11.636,15.298,680.026,1.359,33.639,262.008,108.576,188.9,39.589,22.801,23.181,680.053
405,2018,1,Santiago Del Estero,26.788,54.594,23,1.432,81.0,82.918,41.0,2.91,41.298,18.914,3.449,33.0,2,17.589,84.236
406,2018,1,Tierra Del Fuego,19.372,9.663,531,1,2.047,31.614,6.0,307.0,33.987,2.0,0.0,0.0,0,107.0,34.409
407,2018,1,Tucumán,158.611,8.921,107,368,50.0,168.057,16.0,7.472,78.811,45.675,26.405,1.218,7.082,1.305,167.984
408,2018,2,Buenos Aires,1.450.203,1.807.868,143.626,71.256,27.746,3.500.699,1.009,81.354,1.459.443,295.457,816.056,536.049,199.589,113.357,3.502.314
409,2018,2,Capital Federal,342.431,977.916,35.610,3.908,9.321,1.369.186,73.0,9.234,290.291,219.166,445.345,264.805,142.253,0.0,1.371.167
410,2018,2,Catamarca,27.444,4.415,15,1,2.214,34.089,34.0,2.414,14.624,6.112,4.347,36.0,6,6.5,34.073
411,2018,2,Chaco,54.134,40.750,562,1.946,1.129,98.521,70.0,2.968,34.167,24.282,21.887,9.251,4.630,1.035,98.290
412,2018,2,Chubut,58.935,19.591,1.239,14.070,6.729,100.564,67.0,4.471,85.598,5.369,4.0,5.0,9,5.01,100.533
413,2018,2,Corrientes,56.541,39.715,201,1.468,32.0,97.957,11.0,7.047,38.268,24.066,17.926,6.78,3.862,0.0,97.960
414,2018,2,Córdoba,345.141,327.636,13.832,16.355,10.109,713.073,81.0,21.779,219.630,102.596,244.291,78.852,34.950,8.11,710.289
415,2018,2,Entre Ríos,104.811,80.376,2.405,12.313,80.0,199.985,18.0,8.179,94.459,44.57,34.281,12.012,5.920,0.0,199.439
416,2018,2,Formosa,23.543,7.311,18,13.625,57.0,44.554,1.11,3.568,22.409,5.176,9.727,1.313,1.243,0.0,44.546
417,2018,2,Jujuy,33.571,10.856,23,640,43.0,45.133,345.0,3.32,29.319,8.083,3.977,44.0,7,0.0,45.095
418,2018,2,La Pampa,12.416,53.587,8.420,7.011,987.0,82.421,244.0,8.797,68.083,2.409,965.0,969.0,179,698.0,82.344
419,2018,2,La Rioja,16.663,34.984,13,253,35.0,51.948,9.0,1.384,40.679,4.198,5.64,20.0,15,0.0,51.945
420,2018,2,Mendoza,152.938,36.872,3.084,6.206,1.852,200.952,20.0,1.658,164.596,515.0,266.0,17.0,72,33.788,200.932
421,2018,2,Misiones,57.265,47.923,512,391,56.0,106.147,48.0,6.092,39.489,23.569,23.747,11.888,3.866,0.0,108.699
422,2018,2,Neuquén,46.633,52.855,998,12.649,2.713,115.848,1.396,2.408,56.035,1.314,26.417,12.442,8.551,6.105,114.668
423,2018,2,Río Negro,68.667,32.795,1.252,4.396,5.125,112.235,409.0,5.298,75.056,523.0,16.48,6.663,3.725,3.975,112.129
424,2018,2,Salta,78.386,53.478,678,234,1.391,134.167,116.0,3.99,61.763,33.285,28.431,7.239,182,0.0,135.006
425,2018,2,San Juan,54.080,5.068,826,3.079,1.048,64.101,22.0,1.378,57.591,11.0,0.0,3.0,0,5.068,64.073
426,2018,2,San Luis,11.104,7.666,368,16,2.314,21.468,57.0,101.0,11.992,11.0,0.0,7.0,2,9.284,21.454
427,2018,2,Santa Cruz,18.615,4.474,585,6.734,3.997,34.405,26.0,120.0,28.600,655.0,100.0,1.0,3,4.267,33.772
428,2018,2,Santa Fe,337.934,304.349,11.354,15.801,15.114,684.552,744.0,34.267,262.603,112.143,175.54,50.525,26.512,22.257,684.591
429,2018,2,Santiago Del Estero,26.074,55.935,23,1.662,81.0,83.775,41.0,2.717,41.362,18.721,3.278,31.0,31,17.589,83.770
430,2018,2,Tierra Del Fuego,19.372,22.756,531,1,2.047,44.707,6.0,188.0,40.912,2.217,75.0,0.0,0,107.0,43.505
431,2018,2,Tucumán,160.315,8.965,110,252,315.0,169.957,16.0,6.735,79.899,44.968,27.059,1.084,8.784,1.305,169.850
432,2018,3,Buenos Aires,1.435.856,1.929.273,156.382,62.318,26.448,3.610.277,991.0,80.459,1.445.733,190.805,636.09,897.964,237.248,120.464,3.609.754
433,2018,3,Capital Federal,334.353,1.009.252,35.694,3.872,9.319,1.392.490,73.0,8.493,287.919,147.253,370.677,415.02,165.055,0.0,1.394.490
434,2018,3,Catamarca,27.553,4.443,15,1,2.214,34.226,34.0,1.994,18.475,6.358,5.32,34.0,7,2.151,34.373
435,2018,3,Chaco,53.927,42.359,1.990,2.628,1.129,102.033,70.0,3.503,38.729,24.916,20.335,11.085,5.667,1.035,105.340
436,2018,3,Chubut,58.887,23.065,1.239,13.817,6.728,103.736,67.0,3.951,91.096,6.162,531.0,623.0,164,0.0,102.594
437,2018,3,Corrientes,56.444,41.300,212,1.468,32.0,99.456,11.0,6.754,38.364,24.953,16.601,8.357,4.419,0.0,99.459
438,2018,3,Córdoba,337.620,342.401,15.785,19.213,10.839,725.858,81.0,24.767,224.471,96.372,221.984,109.333,39.854,6.49,723.352
439,2018,3,Entre Ríos,103.318,83.714,2.403,15.093,80.0,204.608,18.0,9.048,96.095,45.651,31.353,15.111,6.786,0.0,204.062
440,2018,3,Formosa,22.777,7.589,817,13.625,57.0,44.865,1.11,3.365,22.624,5.259,9.336,1.729,1.434,0.0,44.857
441,2018,3,Jujuy,33.363,10.856,32,641,43.0,44.935,345.0,3.02,29.048,7.756,4.066,39.0,623,0.0,44.897
442,2018,3,La Pampa,12.415,54.574,8.437,7.011,987.0,83.424,242.0,8.417,68.507,3.153,920.0,1.189,216,698.0,83.342
443,2018,3,La Rioja,16.587,34.984,13,253,35.0,51.872,9.0,1.291,40.647,4.138,5.425,20.0,339,0.0,51.869
444,2018,3,Mendoza,151.033,40.205,5.744,8.195,1.852,207.029,20.0,1.525,199.297,2.476,4.727,27.0,129,0.0,208.201
445,2018,3,Misiones,56.290,50.793,512,391,56.0,108.042,48.0,5.749,39.617,24.747,21.212,14.674,4.547,0.0,110.594
446,2018,3,Neuquén,46.602,54.129,998,12.277,2.712,116.718,1.396,2.244,55.822,1.647,23.785,15.218,9.718,6.105,115.935
447,2018,3,Río Negro,68.590,33.474,1.252,5.051,5.125,113.492,409.0,5.221,75.929,512.0,14.912,8.47,4.332,3.719,113.504
448,2018,3,Salta,76.600,53.980,678,234,1.391,132.883,116.0,3.721,61.795,32.782,25.582,9.224,502,0.0,133.722
449,2018,3,San Juan,54.025,5.838,826,2.744,1.048,64.481,22.0,1.326,62.525,180.0,312.0,3.0,1,0.0,64.369
450,2018,3,San Luis,11.096,7.784,368,52.859,2.314,74.421,57.0,109.0,19.170,52.94,119.0,63.0,2,1.902,74.362
451,2018,3,Santa Cruz,18.606,4.574,585,6.238,3.996,33.999,26.0,116.0,32.815,778.0,206.0,1.0,3,0.0,33.945
452,2018,3,Santa Fe,339.126,312.866,11.749,16.337,15.022,695.100,467.0,36.786,269.211,115.907,162.545,62.479,31.266,13.911,692.572
453,2018,3,Santiago Del Estero,25.805,58.789,23,1.662,81.0,86.360,41.0,2.55,60.260,19.116,3.806,64.0,265,0.0,86.102
454,2018,3,Tierra Del Fuego,19.365,22.649,1.502,1,2.047,45.564,6.0,187.0,41.569,2.27,231.0,24.0,13,0.0,44.300
455,2018,3,Tucumán,161.209,9.280,110,252,315.0,171.166,16.0,5.993,81.559,43.282,27.062,941.0,12.187,0.0,171.040
456,2018,4,Buenos Aires,1.305.576,1.949.637,296.102,65.477,19.814,3.636.606,134.673,73.761,1.422.463,194.426,577.679,949.093,265.386,6.409,3.623.890
457,2018,4,Capital Federal,328.253,1.019.490,33.042,3.978,4.257,1.389.020,74.0,7.388,283.281,143.309,330.496,439.526,186.810,0.0,1.390.884
458,2018,4,Catamarca,26.912,4.443,16,- 0,2.212,33.583,34.0,1.669,17.955,6.425,5.461,29.0,7,2.151,33.731
459,2018,4,Chaco,53.409,43.555,1.940,3.236,1.13,103.270,69.0,3.405,38.707,25.633,18.965,12.393,6.368,1.035,106.575
460,2018,4,Chubut,37.215,23.065,952,14.443,3.047,78.722,66.0,3.917,66.061,6.215,531.0,623.0,165,0.0,77.578
461,2018,4,Corrientes,55.842,42.418,796,1.515,30.0,100.601,10.0,6.438,37.406,26.562,15.498,9.688,5.029,0.0,100.631
462,2018,4,Córdoba,328.854,355.716,17.675,21.851,13.243,737.339,81.0,24.102,228.475,97.277,201.639,128.053,48.809,8.296,736.732
463,2018,4,Entre Ríos,101.168,86.198,4.853,15.472,14.356,222.047,18.0,8.769,94.780,50.027,29.002,18.146,7.612,13.937,222.291
464,2018,4,Formosa,22.619,7.880,887,13.761,57.0,45.204,1.11,3.074,23.050,5.285,9.027,2.092,1.654,0.0,45.292
465,2018,4,Jujuy,33.248,12.484,153,640,43.608,90.133,27.0,2.803,30.727,7.811,4.021,30.0,1.141,36.577,83.137
466,2018,4,La Pampa,18.832,55.337,2.685,7.772,1.01,85.636,241.0,7.727,70.508,3.661,978.0,1.328,270,698.0,85.411
467,2018,4,La Rioja,16.367,34.984,12,252,36.0,51.651,9.0,1.164,40.285,4.088,5.216,17.0,869,0.0,51.648
468,2018,4,Mendoza,148.524,40.205,5.665,10.363,1.547,206.304,20.0,1.463,198.598,2.494,4.726,19.0,132,0.0,207.452
469,2018,4,Misiones,55.500,53.673,465,426,6.209,116.273,47.0,5.981,45.566,26.019,19.226,16.566,5.167,6.154,124.726
470,2018,4,Neuquén,40.747,55.634,3.115,12.425,2.444,114.365,1.328,3.044,52.313,1.781,21.452,17.135,11.025,6.105,114.183
471,2018,4,Río Negro,68.377,34.292,1.299,8.037,4.832,116.837,384.0,1.225,83.412,643.0,13.44,9.569,5.070,3.719,117.462
472,2018,4,Salta,74.295,57.539,638,253,1.853,134.578,49.0,3.659,58.495,36.365,22.91,10.861,2.242,1.0,134.582
473,2018,4,San Juan,51.660,5.838,806,2.883,1.211,62.398,22.0,1.465,59.811,180.0,312.0,1.0,1,450.0,62.242
474,2018,4,San Luis,11.108,7.784,378,53.097,23.964,96.331,57.0,109.0,19.164,53.183,119.0,62.0,2,23.577,96.273
475,2018,4,Santa Cruz,10.659,4.615,382,6.378,2.734,24.768,25.0,115.0,23.107,779.0,206.0,1.0,4,0.0,24.237
476,2018,4,Santa Fe,335.519,322.782,14.387,18.705,28.997,720.390,335.0,31.397,276.301,121.009,152.039,74.432,36.427,29.731,721.671
477,2018,4,Santiago Del Estero,25.339,61.243,23,2.649,81.0,89.335,39.0,3.25,61.347,20.127,3.686,77.0,483,0.0,89.009
478,2018,4,Tierra Del Fuego,19.789,23.349,1.623,- 0,1.499,46.260,6.0,27.0,35.765,6.323,9.894,24.0,67,0.0,52.106
479,2018,4,Tucumán,159.215,11.670,119,686,314.0,172.004,16.0,5.244,82.089,42.766,26.111,847.0,14.839,0.0,171.912
480,2019,1,Buenos Aires,1.304.507,2.020.730,336.362,64.867,20.201,3.746.667,162.513,72.296,1.429.964,202.511,576.428,576.859,705.769,6.369,3.732.709
481,2019,1,Capital Federal,328.246,1.030.814,32.281,3.978,4.281,1.399.600,74.0,7.417,283.787,131.007,330.122,365.713,283.463,0.0,1.401.583
482,2019,1,Catamarca,26.912,4.443,16,- 0,2.251,33.622,34.0,1.708,18.761,6.443,5.606,29.0,7,2.151,34.739
483,2019,1,Chaco,53.409,43.555,1.951,3.628,1.134,103.677,69.0,3.801,38.719,25.632,18.965,12.393,6.368,1.035,106.982
484,2019,1,Chubut,37.302,23.065,1.923,14.443,3.045,79.778,66.0,3.938,71.077,6.571,787.0,74.0,165,0.0,82.678
485,2019,1,Corrientes,55.842,43.444,1.615,1.528,58.0,102.487,10.0,6.47,38.402,26.562,15.498,9.688,5.029,0.0,101.659
486,2019,1,Córdoba,323.272,363.959,19.902,24.615,12.367,744.115,81.0,20.403,242.769,96.997,200.681,127.965,50.716,6.806,746.418
487,2019,1,Entre Ríos,100.999,90.253,12.723,16.231,12.241,232.447,18.0,9.217,107.013,50.068,28.957,18.146,7.619,12.142,233.180
488,2019,1,Formosa,22.570,7.878,940,13.761,62.0,45.211,1.11,3.023,23.085,5.301,9.027,2.099,1.654,0.0,45.299
489,2019,1,Jujuy,33.248,12.484,153,640,43.622,90.147,27.0,2.817,30.727,7.811,4.021,30.0,1.141,37.162,83.736
490,2019,1,La Pampa,18.832,57.373,2.891,9.023,1.041,89.160,236.0,8.327,70.538,4.466,1.061,1.354,405,698.0,87.085
491,2019,1,La Rioja,16.367,34.984,12,252,41.0,51.656,9.0,1.169,40.285,4.088,5.216,17.0,869,0.0,51.653
492,2019,1,Mendoza,148.524,40.205,5.662,10.363,1.544,206.298,20.0,1.786,205.383,2.837,5.702,111.0,140,0.0,215.979
493,2019,1,Misiones,54.898,59.214,465,426,7.717,122.720,47.0,5.946,45.266,25.89,19.111,16.552,5.167,7.654,125.633
494,2019,1,Neuquén,40.747,55.634,3.114,12.510,2.372,114.377,1.328,3.055,52.360,1.781,21.452,17.135,11.026,6.105,114.242
495,2019,1,Río Negro,68.377,34.124,3.994,9.736,4.857,121.088,384.0,1.583,84.845,2.037,13.615,9.567,5.076,3.719,120.826
496,2019,1,Salta,74.426,57.933,647,1.135,1.879,136.020,49.0,4.232,59.244,36.473,22.91,10.861,2.242,1.0,136.012
497,2019,1,San Juan,51.660,5.838,808,2.932,1.207,62.445,22.0,229.0,62.380,266.0,520.0,3.0,2,560.0,63.982
498,2019,1,San Luis,11.108,7.784,378,53.097,23.968,96.335,57.0,120.0,21.380,53.214,345.0,6.0,2,23.577,98.701
499,2019,1,Santa Cruz,10.659,4.615,382,6.514,2.735,24.905,25.0,128.0,21.990,2.731,702.0,26.0,4,0.0,25.606
500,2019,1,Santa Fe,340.038,340.344,15.621,23.215,17.86,737.078,333.0,29.35,296.798,122.959,153.212,74.575,36.502,18.591,732.320
501,2019,1,Santiago Del Estero,25.337,61.547,23,2.847,99.0,89.853,39.0,3.372,62.895,20.691,3.959,85.0,494,0.0,91.535
502,2019,1,Tierra Del Fuego,19.789,23.549,1.623,- 0,1.486,46.447,6.0,131.0,38.851,3.623,641.0,80.0,29,0.0,43.361
503,2019,1,Tucumán,159.215,11.670,118,678,321.0,172.002,16.0,5.188,82.240,42.877,26.21,847.0,14.839,0.0,172.217
504,2019,2,Buenos Aires,1.284.658,2.079.900,382.971,75.240,32.929,3.855.698,199.768,46.852,1.436.259,217.785,438.663,502.275,985.767,43.438,3.870.807
505,2019,2,Capital Federal,309.937,1.061.358,36.082,3.962,4.281,1.415.620,74.0,1.027,281.370,124.087,239.691,296.155,475.991,,1.418.395
506,2019,2,Catamarca,25.682,5.543,13,146,2.251,33.635,34.0,43.0,16.631,8.67,6.049,34.0,10,2.151,33.622
507,2019,2,Chaco,50.765,47.448,4.203,4.727,1.591,108.734,69.0,1.383,38.488,26.431,16.789,15.348,9.904,1.492,109.904
508,2019,2,Chubut,37.313,26.338,1.917,14.443,7.545,87.556,66.0,3.952,69.032,10.049,1.495,74.0,165,4.5,89.333
509,2019,2,Corrientes,53.835,47.431,1.701,2.444,6.138,111.549,10.0,3.012,40.424,27.774,13.114,11.928,7.119,6.08,109.461
510,2019,2,Córdoba,314.768,388.254,23.023,33.847,15.236,775.128,81.0,8.165,248.427,100.512,157.458,170.159,76.053,8.938,769.793
511,2019,2,Entre Ríos,97.081,91.081,12.764,17.369,17.529,235.824,18.0,5.905,100.687,52.316,23.196,24.221,10.664,17.206,234.213
512,2019,2,Formosa,21.916,8.686,1.382,14.292,162.0,46.438,1.11,349.0,26.512,5.399,8.384,2.639,2.258,100.0,46.751
513,2019,2,Jujuy,33.022,30.742,274,812,21.857,86.707,27.0,940.0,26.233,8.441,26.7,27.0,2.600,21.765,86.733
514,2019,2,La Pampa,19.471,52.101,4.840,10.789,3.004,90.205,236.0,3.289,75.406,5.191,1.366,1.445,629,2.661,90.223
515,2019,2,La Rioja,15.014,34.984,11,251,41.0,50.301,9.0,11.0,39.819,4.297,4.857,13.0,1.298,,50.304
516,2019,2,Mendoza,148.673,54.027,6.865,12.748,1.544,223.857,20.0,2.522,205.165,2.971,10.092,1.256,234,,222.260
517,2019,2,Misiones,55.373,64.272,543,421,12.269,132.878,47.0,2.226,45.769,27.385,15.408,18.882,8.129,12.206,130.052
518,2019,2,Neuquén,43.420,59.021,4.983,12.792,2.737,122.953,302.0,3.038,61.776,4.688,17.318,21.21,14.132,422.0,122.886
519,2019,2,Río Negro,67.841,36.527,4.037,10.485,19.657,138.547,384.0,1.354,86.366,2.201,10.291,12.407,6.907,18.519,138.429
520,2019,2,Salta,68.827,62.343,725,1.210,9.463,142.568,49.0,974.0,59.638,36.923,16.961,14.059,6.461,7.585,142.650
521,2019,2,San Juan,51.680,7.425,1.174,2.870,6.876,70.025,22.0,213.0,60.913,2.177,785.0,7.0,4,6.119,70.240
522,2019,2,San Luis,11.130,10.298,347,57.242,38.368,117.385,57.0,102.0,16.575,4.964,467.0,57.236,5,37.977,117.383
523,2019,2,Santa Cruz,10.665,10.257,379,6.514,2.735,30.550,25.0,84.0,24.861,3.806,1.202,28.0,4,,30.010
524,2019,2,Santa Fe,325.420,355.140,18.236,21.980,22.708,743.484,321.0,8.427,300.124,125.176,129.741,100.131,49.865,22.323,736.108
525,2019,2,Santiago Del Estero,24.393,64.783,219,2.759,34.6,126.754,39.0,1.832,63.268,21.362,3.741,108.0,1.205,34.501,126.056
526,2019,2,Tierra Del Fuego,19.790,25.527,651,- 0,1.486,47.454,6.0,123.0,41.824,4.241,1.573,96.0,32,,47.895
527,2019,2,Tucumán,153.121,12.089,116,684,321.0,166.331,16.0,157.0,78.891,44.296,24.291,628.0,18.394,,166.673
528,2019,3,Buenos Aires,1.277.249,2.144.956,425.386,85.572,27.07,3.960.233,238.92,44.648,1.432.722,222.812,260.506,483.572,1.246.209,42.294,3.971.683
529,2019,3,Capital Federal,300.288,1.080.973,24.900,3.895,31.155,1.441.211,104.0,368.0,269.704,120.924,138.011,258.591,655.108,0.0,1.442.810
530,2019,3,Catamarca,24.349,5.543,13,244,2.251,32.400,34.0,43.0,14.449,9.285,6.333,72.0,15,2.151,32.382
531,2019,3,Chaco,50.416,49.156,8.063,5.224,1.592,114.451,69.0,1.216,32.764,28.198,13.336,12.987,16.740,6.917,112.227
532,2019,3,Chubut,37.298,27.090,1.917,15.149,7.551,89.005,74.0,840.0,62.680,13.033,7.171,1.24,614,4.5,90.152
533,2019,3,Corrientes,53.344,50.230,1.888,2.458,4.839,112.759,10.0,597.0,42.231,29.628,10.348,10.388,12.674,4.78,110.656
534,2019,3,Córdoba,307.780,399.231,30.064,37.277,8.701,783.053,83.0,5.824,240.151,106.651,118.486,146.247,157.546,7.353,782.341
535,2019,3,Entre Ríos,94.947,96.305,12.888,18.530,15.432,238.102,19.0,4.446,99.656,56.161,17.064,21.216,22.645,15.107,236.314
536,2019,3,Formosa,21.777,8.359,1.476,14.292,162.0,46.066,1.11,349.0,24.943,6.049,7.117,2.262,4.443,100.0,46.373
537,2019,3,Jujuy,33.110,35.742,274,812,16.638,86.576,27.0,885.0,31.722,9.24,26.835,56.0,3.671,16.545,88.981
538,2019,3,La Pampa,19.469,52.941,4.994,11.462,1.962,90.828,237.0,3.289,75.849,5.922,1.611,1.359,941,1.618,90.826
539,2019,3,La Rioja,14.390,34.984,11,251,41.0,49.677,9.0,10.0,38.657,4.786,4.887,22.0,1.307,0.0,49.678
540,2019,3,Mendoza,148.640,54.312,6.865,12.975,1.545,224.337,21.0,1.269,206.821,2.958,10.093,1.263,349,0.0,222.774
541,2019,3,Misiones,54.493,65.872,829,419,12.27,133.883,47.0,1.928,43.530,29.375,11.256,16.107,16.650,12.206,131.099
542,2019,3,Neuquén,43.347,60.484,5.560,13.512,2.518,125.421,45.0,2.258,62.909,4.586,9.597,16.923,28.458,122.0,124.898
543,2019,3,Río Negro,67.478,37.425,9.739,10.806,18.847,144.295,47.0,1.234,87.435,2.348,9.779,10.176,15.505,17.719,144.243
544,2019,3,Salta,65.799,74.329,733,1.580,9.394,151.835,49.0,900.0,43.160,62.23,14.309,11.418,12.357,7.515,151.938
545,2019,3,San Juan,51.670,7.425,1.227,7.241,5.535,73.098,22.0,171.0,68.315,2.245,1.267,41.0,128,4.779,76.968
546,2019,3,San Luis,13.037,10.561,350,62.286,36.466,122.700,57.0,100.0,18.643,5.113,467.0,62.242,5,36.075,122.702
547,2019,3,Santa Cruz,10.663,17.056,969,6.544,2.738,37.970,28.0,84.0,31.612,4.472,1.203,27.0,4,0.0,37.430
548,2019,3,Santa Fe,319.396,377.171,18.690,24.269,21.408,760.934,640.0,8.184,242.454,193.286,107.068,84.325,97.082,19.537,752.576
549,2019,3,Santiago Del Estero,24.556,71.198,219,2.759,34.4,133.132,39.0,1.832,35.554,55.172,3.612,86.0,1.836,34.501,132.632
550,2019,3,Tierra Del Fuego,19.790,26.659,651,- 0,1.487,48.587,6.0,14.0,32.133,4.692,1.756,82.0,226,9.648,48.557
551,2019,3,Tucumán,150.918,12.089,116,684,324.0,164.131,16.0,110.0,71.043,47.693,24.354,843.0,20.385,0.0,164.444
552,2019,4,Buenos Aires,720.011,2.191.672,669.194,87.111,18.266,3.686.254,33.489,27.537,1.177.446,262.297,247.106,452.57,1.465.133,28.131,3.693.709
553,2019,4,Capital Federal,196.938,1.093.143,35.534,3.914,28.576,1.358.105,307.0,15.0,177.098,110.218,110.852,205.81,754.299,0.0,1.358.599
554,2019,4,Catamarca,22.999,3.318,9.506,261,2.227,38.311,63.0,0.0,9.945,7.619,9.305,804.0,7.477,2.151,37.364
555,2019,4,Chaco,48.661,53.602,8.831,5.229,1.58,117.903,83.0,0.0,25.899,18.959,30.902,13.516,21.556,6.917,117.832
556,2019,4,Chubut,47.045,26.977,1.324,15.267,5.489,96.102,158.0,4.0,69.405,12.945,7.615,1.24,614,4.5,96.481
557,2019,4,Corrientes,52.525,51.845,2.002,2.458,5.004,113.834,72.0,0.0,35.055,20.62,27.367,9.981,15.744,4.78,113.619
558,2019,4,Córdoba,296.872,410.038,53.335,37.750,8.693,806.688,142.0,0.0,232.781,118.232,109.33,114.111,221.742,9.802,806.140
559,2019,4,Entre Ríos,92.981,99.206,12.875,18.561,15.407,239.030,47.0,0.0,88.203,44.511,42.962,18.976,30.153,15.107,239.959
560,2019,4,Formosa,21.567,8.684,1.760,14.531,169.0,46.711,1.127,191.0,24.606,6.319,6.788,1.766,5.671,100.0,46.568
561,2019,4,Jujuy,32.949,37.604,873,814,16.641,88.881,55.0,0.0,32.920,9.632,26.764,102.0,5.286,16.545,91.304
562,2019,4,La Pampa,15.457,56.854,4.942,11.341,1.805,90.399,293.0,313.0,76.747,6.9,1.951,1.287,1.342,1.618,90.451
563,2019,4,La Rioja,13.738,34.984,- 0,251,29.0,49.002,21.0,0.0,37.851,5.045,4.763,22.0,1.305,0.0,49.007
564,2019,4,Mendoza,96.678,49.711,24.989,13.672,730.0,185.780,746.0,9.0,145.139,12.955,15.237,2.165,2.628,0.0,178.879
565,2019,4,Misiones,53.116,69.676,847,441,11.733,135.813,71.0,0.0,39.664,20.84,27.305,15.626,20.799,11.656,135.961
566,2019,4,Neuquén,29.826,60.970,10.549,14.246,854.0,116.445,218.0,1.0,57.742,4.439,7.357,12.059,35.001,122.0,116.939
567,2019,4,Río Negro,49.747,37.933,9.658,11.437,18.365,127.140,114.0,0.0,71.847,2.797,8.558,6.968,19.837,17.719,127.840
568,2019,4,Salta,63.272,76.062,21.865,3.040,8.206,172.445,149.0,1.0,42.159,67.656,15.369,14.17,25.821,7.435,172.760
569,2019,4,San Juan,41.360,6.338,4.931,7.241,5.104,64.974,48.0,1.0,60.626,1.594,1.292,40.0,127,4.779,68.507
570,2019,4,San Luis,8.569,8.027,6,55.266,36.333,108.201,105.0,0.0,11.901,4.164,525.0,55.216,3,36.075,107.989
571,2019,4,Santa Cruz,13.264,15.899,1.036,6.800,2.371,39.370,67.0,0.0,32.368,4.346,2.224,7.0,8,0.0,39.020
572,2019,4,Santa Fe,312.072,382.254,27.464,26.978,20.401,769.169,698.0,0.0,230.234,190.664,113.527,70.998,135.576,18.576,760.273
573,2019,4,Santiago Del Estero,24.682,71.239,200,2.810,4.657,103.588,133.0,908.0,34.911,56.309,3.756,105.0,2.449,4.501,103.072
