,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros (tecnología),Total (tecnología),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros (velocidad),Total (velocidad)
185,2015,4,San Juan,48.670,451,770,1.230,908.0,52.029,9.0,386.0,55.761,0.0,0.0,0.0,2,0.0,56.158
186,2015,4,San Luis,11.432,1.025,354,30,377.0,13.218,8.0,4.0,13.473,0.0,0.0,1.0,2,0.0,13.488
187,2015,4,Santa Cruz,15.614,2.723,396,5.261,2.409,26.403,188.0,26.0,32.338,3.0,0.0,0.0,0,0.0,32.555
188,2015,4,Santa Fe,339.843,212.911,2.885,4.596,1.437,561.672,6.659,75.77,361.264,60.985,51.258,3.079,1.189,0.0,560.204
189,2015,4,Santiago Del Estero,33.582,4.365,19,1.139,30.0,39.135,703.0,7.836,23.074,5.669,1.856,0.0,0,0.0,39.138
190,2015,4,Tierra Del Fuego,22.636,4.301,665,1,2.35,29.953,16.0,285.0,32.662,0.0,0.0,0.0,0,0.0,32.963
191,2015,4,Tucumán,144.188,1.653,116,88,50.0,146.095,107.0,21.8,83.887,29.942,9.507,837.0,0,0.0,146.080
192,2016,1,Buenos Aires,1.583.560,1.200.859,111.231,21.108,25.757,2.942.515,7.351,97.88,2.214.760,289.929,247.372,8.315,9.529,0.0,2.875.136
193,2016,1,Capital Federal,454.425,832.126,36.332,2.284,12.729,1.337.896,2.31,43.686,869.048,178.665,192.644,6.577,10.838,0.0,1.303.768
194,2016,1,Catamarca,26.096,243,15,1,34.0,26.389,15.0,6.102,14.653,4.241,1.334,42.0,1,0.0,26.388
195,2016,1,Chaco,56.353,29.994,211,52,41.0,86.651,194.0,8.755,46.304,19.388,10.587,1.238,184,0.0,86.650
196,2016,1,Chubut,43.967,834,916,13.280,4.803,63.800,94.0,5.095,72.396,1.066,0.0,0.0,0,0.0,78.651
197,2016,1,Corrientes,55.454,28.491,192,1.354,45.0,85.536,29.0,10.69,47.833,18.375,7.911,526.0,170,0.0,85.534
198,2016,1,Córdoba,350.884,252.346,674,5.636,386.0,609.926,148.0,59.484,414.452,65.763,66.455,4.143,1.039,0.0,611.484
199,2016,1,Entre Ríos,113.101,54.948,146,6.425,193.0,174.813,2.864,17.749,104.137,35.104,14.057,457.0,165,0.0,174.533
200,2016,1,Formosa,21.852,5.420,5,1.023,14.0,28.314,1.738,5.731,14.163,3.229,2.906,544.0,5,0.0,28.316
201,2016,1,Jujuy,33.481,6.751,22,- 0,35.0,40.289,2.543,8.558,22.383,5.188,1.623,0.0,0,0.0,40.295
202,2016,1,La Pampa,12.754,41.881,4.536,6.209,549.0,65.929,426.0,11.065,52.117,15.0,78.0,71.0,11,0.0,63.783
203,2016,1,La Rioja,16.645,- 0,16,2,28.0,16.691,10.0,3.382,9.060,2.98,1.254,2.0,3,0.0,16.691
204,2016,1,Mendoza,153.299,13.030,2.576,34,1.871,170.810,235.0,21.0,175.376,47.0,43.0,5.0,17,0.0,175.744
205,2016,1,Misiones,59.538,33.330,70,5,15.0,92.958,959.0,8.502,50.061,19.195,13.363,779.0,68,0.0,92.927
206,2016,1,Neuquén,51.702,36.122,1.085,12.502,2.85,104.261,1.72,1.737,86.310,479.0,7.893,143.0,171,0.0,98.453
207,2016,1,Río Negro,66.894,27.312,937,3.341,1.338,99.822,1.171,6.105,90.038,203.0,4.246,77.0,81,0.0,101.921
208,2016,1,Salta,78.973,22.741,73,132,507.0,102.426,1.119,10.765,65.646,17.748,6.643,119.0,31,0.0,102.071
209,2016,1,San Juan,48.670,451,770,1.195,908.0,51.994,9.0,309.0,56.447,0.0,0.0,0.0,2,0.0,56.767
210,2016,1,San Luis,11.432,1.042,354,27,377.0,13.232,8.0,4.0,13.645,0.0,0.0,1.0,2,0.0,13.660
211,2016,1,Santa Cruz,15.654,2.723,396,5.088,2.426,26.287,168.0,29.0,32.188,8.0,0.0,0.0,0,0.0,32.393
212,2016,1,Santa Fe,338.052,204.816,3.014,4.686,1.428,551.996,6.492,71.565,353.525,64.117,51.293,3.754,1.063,0.0,551.809
213,2016,1,Santiago Del Estero,32.838,3.900,19,911,30.0,37.698,703.0,7.219,22.805,5.769,1.898,0.0,0,0.0,38.394
214,2016,1,Tierra Del Fuego,22.636,4.834,665,1,2.35,30.486,16.0,285.0,33.003,0.0,0.0,0.0,0,0.0,33.304
215,2016,1,Tucumán,144.233,2.165,116,74,49.0,146.637,106.0,20.092,84.008,31.49,10.046,871.0,0,0.0,146.613
216,2016,2,Buenos Aires,1.579.448,1.305.949,113.070,21.163,25.661,3.045.291,10.786,133.385,2.250.898,335.296,334.723,31.494,11.933,0.0,3.108.515
217,2016,2,Capital Federal,450.644,892.209,36.669,2.390,12.672,1.394.584,4.352,1.736,859.039,146.091,213.01,19.597,13.477,0.0,1.257.302
218,2016,2,Catamarca,26.262,245,14,1,34.0,26.556,15.0,5.736,14.742,4.567,1.496,47.0,1,0.0,26.604
219,2016,2,Chaco,56.112,31.825,221,52,41.0,88.251,197.0,8.063,45.823,20.346,12.09,1.571,201,0.0,88.291
220,2016,2,Chubut,43.977,867,916,13.293,4.803,63.856,572.0,5.421,73.078,775.0,0.0,0.0,0,0.0,79.846
221,2016,2,Corrientes,55.511,29.845,203,1.354,43.0,86.956,41.0,10.018,47.916,19.2,8.851,803.0,191,0.0,87.020
222,2016,2,Córdoba,348.891,277.615,1.709,5.610,1.089,634.914,258.0,57.05,437.547,71.98,82.618,8.355,1.242,0.0,659.050
223,2016,2,Entre Ríos,112.809,58.768,169,6.434,193.0,178.373,4.734,16.368,115.000,36.917,15.522,849.0,205,0.0,189.595
224,2016,2,Formosa,22.101,5.658,6,1.023,14.0,28.802,1.675,5.401,14.370,3.569,3.218,593.0,10,0.0,28.836
225,2016,2,Jujuy,33.758,7.374,22,- 0,35.0,41.189,2.561,8.292,25.301,5.589,1.75,3.0,0,0.0,43.496
226,2016,2,La Pampa,12.754,44.654,4.708,6.225,547.0,68.888,429.0,10.616,63.928,15.0,119.0,96.0,11,0.0,75.214
227,2016,2,La Rioja,16.691,- 0,15,2,28.0,16.736,10.0,3.151,9.043,3.19,1.344,3.0,5,0.0,16.746
228,2016,2,Mendoza,153.321,13.030,2.576,29,1.868,170.824,437.0,30.0,176.922,61.0,44.0,5.0,20,0.0,177.519
229,2016,2,Misiones,59.573,36.145,77,5,15.0,95.815,1.973,7.899,49.586,21.385,14.82,1.073,96,0.0,96.832
230,2016,2,Neuquén,51.742,42.370,1.088,12.466,2.849,110.515,1.916,1.691,88.854,583.0,10.241,1.285,208,0.0,104.778
231,2016,2,Río Negro,67.031,28.100,939,3.300,1.334,100.704,1.189,6.107,92.158,194.0,4.877,520.0,86,0.0,105.131
232,2016,2,Salta,79.438,24.719,85,151,539.0,104.932,2.16,10.123,70.875,18.759,7.129,140.0,49,0.0,109.235
233,2016,2,San Juan,48.670,451,770,1.214,908.0,52.013,10.0,273.0,57.589,0.0,0.0,0.0,4,0.0,57.876
234,2016,2,San Luis,11.432,1.063,354,30,377.0,13.256,12.0,4.0,13.931,0.0,0.0,1.0,2,0.0,13.950
235,2016,2,Santa Cruz,15.453,2.722,396,4.996,2.586,26.153,244.0,26.0,31.995,142.0,20.0,0.0,0,0.0,32.427
236,2016,2,Santa Fe,336.244,219.088,2.981,4.744,1.417,564.474,9.486,67.325,374.960,68.505,60.469,6.509,1.277,0.0,588.531
237,2016,2,Santiago Del Estero,32.101,3.900,19,911,30.0,36.961,704.0,6.705,22.208,5.943,2.108,1.0,0,0.0,37.669
238,2016,2,Tierra Del Fuego,22.636,5.707,665,1,2.35,31.359,16.0,286.0,38.773,0.0,0.0,0.0,0,0.0,39.075
239,2016,2,Tucumán,145.486,2.968,116,58,49.0,148.677,231.0,18.515,83.945,33.891,11.31,1.032,2,0.0,148.926
240,2016,3,Buenos Aires,1.574.216,1.355.770,113.463,18.867,24.276,3.086.592,5.856,107.945,2.148.475,393.53,399.116,52.9,13.318,0.0,3.121.140
241,2016,3,Capital Federal,447.726,905.105,36.796,2.514,10.963,1.403.104,331.0,995.0,759.028,208.249,240.856,38.341,13.886,0.0,1.261.686
242,2016,3,Catamarca,26.689,248,14,1,18.0,26.970,15.0,4.038,16.183,4.845,1.853,50.0,0,0.0,26.984
243,2016,3,Chaco,56.251,32.730,232,2,15.0,89.230,190.0,5.227,46.821,21.193,13.746,2.022,217,0.0,89.416
244,2016,3,Chubut,43.987,935,916,13.364,4.75,63.952,466.0,5.19,74.375,674.0,0.0,0.0,0,0.0,80.705
245,2016,3,Corrientes,55.934,30.813,217,1.354,22.0,88.340,15.0,7.425,49.471,19.956,10.006,1.263,210,0.0,88.346
246,2016,3,Córdoba,348.481,285.480,2.540,5.695,395.0,642.591,48.0,41.329,415.075,75.988,99.225,11.691,1.322,0.0,644.678
247,2016,3,Entre Ríos,112.588,61.850,206,6.441,64.0,181.149,1.768,10.657,110.844,38.665,17.737,1.307,248,0.0,181.226
248,2016,3,Formosa,21.800,5.905,9,- 0,2.0,27.716,1.723,4.277,15.581,3.964,3.658,648.0,10,0.0,29.861
249,2016,3,Jujuy,34.250,8.236,22,- 0,30.0,42.538,286.0,6.878,27.425,5.943,1.978,31.0,0,0.0,42.541
250,2016,3,La Pampa,12.751,45.952,4.910,6.236,515.0,70.364,374.0,10.187,55.792,15.0,224.0,114.0,11,0.0,66.717
251,2016,3,La Rioja,16.891,- 0,15,2,22.0,16.930,9.0,2.349,9.686,3.316,1.562,11.0,2,0.0,16.935
252,2016,3,Mendoza,153.233,13.030,2.576,28,1.757,170.624,37.0,10.0,178.186,73.0,48.0,5.0,17,0.0,178.376
253,2016,3,Misiones,59.776,38.130,79,5,7.0,97.997,1.01,6.03,48.871,23.394,17.043,1.559,91,0.0,97.998
254,2016,3,Neuquén,51.752,44.739,1.093,12.402,2.617,112.603,1.531,1.527,87.404,680.0,12.541,2.118,225,0.0,106.026
255,2016,3,Río Negro,67.043,28.496,942,3.293,1.252,101.026,1.007,6.026,90.689,207.0,5.953,790.0,99,0.0,104.771
256,2016,3,Salta,80.866,26.113,90,157,565.0,107.791,1.107,6.922,71.214,20.229,8.099,197.0,50,0.0,107.818
257,2016,3,San Juan,48.670,451,770,1.174,903.0,51.968,8.0,245.0,58.577,0.0,0.0,0.0,2,0.0,58.832
258,2016,3,San Luis,11.432,1.113,354,23,371.0,13.293,7.0,4.0,14.077,0.0,0.0,1.0,2,0.0,14.091
259,2016,3,Santa Cruz,15.570,2.722,817,4.978,2.17,26.257,189.0,22.0,31.904,221.0,52.0,9.0,0,0.0,32.397
260,2016,3,Santa Fe,334.911,223.011,3.037,4.862,1.19,567.011,3.958,49.501,360.606,72.657,69.864,10.21,1.308,0.0,568.104
261,2016,3,Santiago Del Estero,31.730,3.900,19,3,8.0,35.660,26.0,5.097,22.747,6.216,2.497,9.0,0,0.0,36.592
262,2016,3,Tierra Del Fuego,22.636,6.276,665,1,2.347,31.925,16.0,285.0,35.080,0.0,0.0,0.0,0,0.0,35.381
263,2016,3,Tucumán,147.259,3.850,116,53,41.0,151.319,127.0,12.247,87.970,36.518,13.15,1.288,4,0.0,151.304
264,2016,4,Buenos Aires,1.563.542,1.414.676,118.747,21.394,24.342,3.142.701,6.055,86.281,2.085.605,403.575,467.398,72.348,17.279,0.0,3.138.541
265,2016,4,Capital Federal,434.835,914.952,38.161,2.583,10.928,1.401.459,517.0,1.477,704.324,225.723,264.582,53.506,16.756,0.0,1.266.885
266,2016,4,Catamarca,26.735,250,14,1,34.0,27.034,15.0,3.478,16.519,4.889,2.077,54.0,0,0.0,27.032
267,2016,4,Chaco,54.974,33.534,248,52,39.0,88.847,191.0,3.983,45.634,21.323,14.887,2.586,250,0.0,88.854
268,2016,4,Chubut,43.994,955,916,13.107,4.793,63.765,401.0,4.493,73.951,1.352,0.0,0.0,0,0.0,80.197
269,2016,4,Corrientes,54.981,31.497,233,1.354,31.0,88.096,15.0,6.109,48.995,20.187,10.908,1.645,234,0.0,88.093
270,2016,4,Córdoba,337.368,289.344,3.368,5.686,789.0,636.555,50.0,29.38,404.645,77.966,108.368,15.458,1.606,0.0,637.473
271,2016,4,Entre Ríos,109.359,64.141,226,6.448,71.0,180.245,1.68,8.253,110.296,38.491,19.509,1.801,280,0.0,180.310
272,2016,4,Formosa,22.400,6.061,16,1.023,13.0,29.513,1.573,3.519,15.791,4.114,3.855,649.0,17,0.0,29.518
273,2016,4,Jujuy,33.838,8.731,22,- 0,34.0,42.625,303.0,6.225,27.778,6.143,2.134,43.0,0,0.0,42.626
274,2016,4,La Pampa,12.754,47.245,5.054,6.253,522.0,71.828,368.0,9.789,56.694,16.0,335.0,132.0,11,0.0,67.345
275,2016,4,La Rioja,16.270,- 0,16,2,28.0,16.316,9.0,1.646,9.635,3.334,1.675,13.0,3,0.0,16.315
276,2016,4,Mendoza,153.320,13.030,2.579,27,1.769,170.725,114.0,16.0,177.194,79.0,49.0,5.0,20,0.0,177.477
277,2016,4,Misiones,57.983,39.294,100,5,8.0,97.390,1.01,4.783,47.454,23.433,18.371,2.215,126,0.0,97.392
278,2016,4,Neuquén,51.742,46.389,1.124,11.910,2.67,113.835,1.539,1.406,84.859,792.0,14.153,3.073,271,0.0,106.093
279,2016,4,Río Negro,67.057,28.474,954,3.274,1.261,101.020,998.0,2.953,92.967,248.0,6.317,1.174,122,0.0,104.779
280,2016,4,Salta,79.389,26.657,110,158,621.0,106.935,577.0,5.027,71.636,20.787,8.611,239.0,70,0.0,106.947
281,2016,4,San Juan,48.670,451,772,1.121,907.0,51.921,8.0,220.0,58.608,0.0,0.0,0.0,4,0.0,58.840
282,2016,4,San Luis,11.432,1.120,354,26,375.0,13.307,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
283,2016,4,Santa Cruz,15.607,2.722,1.055,4.823,2.257,26.464,189.0,23.0,31.369,342.0,80.0,10.0,0,0.0,32.013
284,2016,4,Santa Fe,326.721,225.792,3.201,4.946,1.172,561.832,4.966,40.102,349.722,74.401,77.667,13.155,1.529,0.0,561.542
285,2016,4,Santiago Del Estero,30.192,3.900,19,911,29.0,35.051,26.0,3.925,22.246,6.178,2.664,15.0,0,0.0,35.054
286,2016,4,Tierra Del Fuego,22.636,6.905,665,1,2.35,32.557,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
287,2016,4,Tucumán,146.995,4.482,116,14,45.0,151.652,96.0,10.021,87.994,37.721,14.389,1.4,10,0.0,151.631
288,2017,1,Buenos Aires,1.559.178,1.465.817,118.839,21.200,24.342,3.189.376,6.017,83.918,2.057.698,402.315,523.54,90.937,22.299,0.0,3.186.724
289,2017,1,Capital Federal,428.801,918.328,38.259,2.730,10.928,1.399.046,510.0,1.409,678.922,218.487,277.195,66.536,19.881,0.0,1.262.940
290,2017,1,Catamarca,26.020,248,14,1,34.0,26.317,15.0,3.328,15.861,4.901,2.161,49.0,0,0.0,26.315
291,2017,1,Chaco,54.430,34.277,252,52,39.0,89.050,191.0,3.835,44.544,21.467,15.671,3.025,314,0.0,89.047
292,2017,1,Chubut,43.994,999,916,13.194,4.793,63.896,401.0,4.182,73.759,1.808,0.0,0.0,0,0.0,80.150
293,2017,1,Corrientes,54.993,31.994,236,1.354,31.0,88.608,15.0,6.04,48.149,20.586,11.468,2.044,303,0.0,88.605
294,2017,1,Córdoba,335.673,293.479,4.871,5.782,1.394,641.199,50.0,28.732,391.556,82.011,118.643,19.035,2.071,0.0,642.098
295,2017,1,Entre Ríos,108.509,65.095,230,6.448,71.0,180.353,1.68,8.08,108.379,39.146,20.562,2.254,317,0.0,180.418
296,2017,1,Formosa,22.438,6.215,16,1.023,13.0,29.705,1.535,3.538,15.473,4.446,4.058,635.0,22,0.0,29.707
297,2017,1,Jujuy,33.869,9.278,22,- 0,34.0,43.203,330.0,6.213,27.824,6.486,2.306,44.0,0,0.0,43.203
298,2017,1,La Pampa,12.754,47.195,5.194,6.253,517.0,71.913,362.0,9.279,57.739,331.0,192.0,165.0,11,0.0,68.079
299,2017,1,La Rioja,16.180,- 0,15,2,28.0,16.225,9.0,1.578,9.486,3.409,1.718,22.0,2,0.0,16.224
300,2017,1,Mendoza,153.326,13.030,2.581,27,1.769,170.733,106.0,15.0,177.201,86.0,50.0,5.0,22,0.0,177.485
301,2017,1,Misiones,57.363,40.142,101,5,8.0,97.619,1.01,4.665,45.950,23.847,19.356,2.627,166,0.0,97.621
302,2017,1,Neuquén,51.771,48.109,1.124,11.665,2.67,115.339,1.547,1.418,83.813,902.0,15.13,4.223,458,0.0,107.491
303,2017,1,Río Negro,67.075,28.785,954,3.213,1.261,101.288,986.0,5.647,89.622,246.0,6.738,1.594,200,0.0,105.033
304,2017,1,Salta,79.837,26.845,114,158,679.0,107.633,579.0,4.861,70.922,21.554,9.386,267.0,74,0.0,107.643
305,2017,1,San Juan,48.670,451,772,1.073,907.0,51.873,8.0,192.0,58.588,0.0,0.0,0.0,4,0.0,58.792
306,2017,1,San Luis,11.432,1.120,354,26,375.0,13.307,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
307,2017,1,Santa Cruz,15.502,2.722,1.272,4.733,2.257,26.486,190.0,23.0,31.078,474.0,68.0,30.0,0,0.0,31.863
308,2017,1,Santa Fe,327.458,226.094,3.210,4.948,1.172,562.882,4.966,39.463,340.418,77.152,83.008,15.775,1.831,0.0,562.613
309,2017,1,Santiago Del Estero,29.616,3.900,19,911,29.0,34.475,26.0,3.772,21.659,6.218,2.786,17.0,0,0.0,34.478
310,2017,1,Tierra Del Fuego,22.636,6.905,665,1,2.35,32.557,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
311,2017,1,Tucumán,147.373,5.223,116,14,45.0,152.771,96.0,9.682,86.470,39.155,15.951,1.383,13,0.0,152.750
312,2017,2,Buenos Aires,1.378.549,1.535.037,119.132,21.555,24.358,3.078.631,7.548,47.472,1.910.156,299.009,573.298,93.059,46.178,0.0,2.976.720
313,2017,2,Capital Federal,615.262,932.466,38.628,2.819,11.016,1.600.191,556.0,35.663,726.223,304.97,378.571,80.234,37.977,0.0,1.564.194
314,2017,2,Catamarca,26.401,255,14,1,34.0,26.705,15.0,3.318,15.655,5.325,2.342,47.0,1,0.0,26.703
315,2017,2,Chaco,54.449,35.613,458,52,39.0,90.611,191.0,3.733,42.590,22.349,18.044,3.157,545,0.0,90.609
316,2017,2,Chubut,43.994,1.067,916,13.194,4.804,63.975,403.0,4.186,73.760,1.88,0.0,0.0,0,0.0,80.229
317,2017,2,Corrientes,55.262,33.192,258,1.354,31.0,90.097,15.0,5.912,46.483,21.776,13.043,2.218,647,0.0,90.094
318,2017,2,Córdoba,341.748,303.488,4.451,6.446,1.505,657.638,251.0,26.862,370.865,88.479,146.683,20.351,5.069,0.0,658.560
319,2017,2,Entre Ríos,108.309,67.650,254,6.448,71.0,182.732,1.68,7.944,104.422,41.8,23.524,2.604,823,0.0,182.797
320,2017,2,Formosa,22.493,6.410,17,1.023,13.0,29.956,1.486,3.419,14.787,4.795,4.583,749.0,139,0.0,29.958
321,2017,2,Jujuy,33.742,8.858,22,- 0,35.0,42.657,311.0,5.877,26.915,6.974,2.538,42.0,1,0.0,42.658
322,2017,2,La Pampa,12.754,48.310,5.194,6.253,511.0,73.022,356.0,8.633,59.045,558.0,336.0,244.0,21,0.0,69.193
323,2017,2,La Rioja,16.244,- 0,15,2,28.0,16.289,9.0,1.554,9.304,3.599,1.796,24.0,2,0.0,16.288
324,2017,2,Mendoza,153.331,13.030,2.581,27,1.784,170.753,109.0,24.0,177.203,92.0,50.0,5.0,22,0.0,177.505
325,2017,2,Misiones,56.752,42.925,103,5,9.0,99.794,1.011,4.447,47.244,22.033,21.599,2.892,570,0.0,99.796
326,2017,2,Neuquén,51.794,50.283,1.133,11.545,2.678,117.433,1.542,1.395,81.272,849.0,18.051,4.774,1.703,0.0,109.586
327,2017,2,Río Negro,67.038,29.147,961,3.213,1.26,101.619,973.0,5.606,88.085,245.0,7.99,1.921,559,0.0,105.379
328,2017,2,Salta,80.184,27.280,115,158,804.0,108.541,594.0,4.719,67.576,23.185,11.333,1.068,76,0.0,108.551
329,2017,2,San Juan,48.670,451,772,1.073,915.0,51.881,15.0,193.0,58.588,0.0,0.0,0.0,4,0.0,58.800
330,2017,2,San Luis,11.432,1.120,354,26,375.0,13.307,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
331,2017,2,Santa Cruz,15.311,2.722,1.365,4.735,2.255,26.388,188.0,24.0,30.913,541.0,66.0,33.0,0,0.0,31.765
332,2017,2,Santa Fe,329.813,228.102,3.234,4.958,1.173,567.280,4.967,38.721,311.830,92.854,97.563,16.794,4.275,0.0,567.004
333,2017,2,Santiago Del Estero,28.337,3.900,19,911,29.0,33.196,26.0,3.539,20.384,6.432,2.802,16.0,0,0.0,33.199
334,2017,2,Tierra Del Fuego,22.636,6.905,665,1,2.35,32.557,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
335,2017,2,Tucumán,149.013,5.223,116,14,45.0,154.411,96.0,9.236,83.342,42.536,17.788,1.371,21,0.0,154.390
336,2017,3,Buenos Aires,1.288.025,1.571.180,124.920,35.058,38.777,3.057.960,6.577,51.411,1.733.479,311.652,676.137,140.812,108.400,0.0,3.028.468
337,2017,3,Capital Federal,583.249,941.092,33.481,2.814,9.723,1.570.359,283.0,33.924,590.689,311.411,426.3,120.675,91.917,0.0,1.575.199
338,2017,3,Catamarca,26.873,4.411,12,1,2.181,33.478,52.0,3.204,15.383,5.758,2.563,50.0,1,0.0,27.011
339,2017,3,Chaco,54.888,37.307,456,36,1.072,93.759,95.0,3.496,40.059,23.008,20.307,3.827,2.004,0.0,92.796
340,2017,3,Chubut,56.359,5.645,1.217,13.503,6.82,83.544,436.0,3.989,71.843,2.336,3.0,0.0,0,0.0,78.607
341,2017,3,Corrientes,56.247,33.993,947,1.334,27.0,92.548,24.0,5.629,44.305,22.785,15.576,2.635,1.607,0.0,92.561
342,2017,3,Córdoba,344.580,319.360,10.579,7.137,14.988,696.644,327.0,26.154,309.161,100.113,189.302,38.131,16.741,0.0,679.929
343,2017,3,Entre Ríos,107.774,69.596,1.786,6.245,63.0,185.464,1.691,7.545,98.032,42.947,29.011,3.878,2.397,0.0,185.501
344,2017,3,Formosa,22.647,6.816,428,2.202,12.0,32.105,1.063,3.716,13.752,5.187,6.056,899.0,459,0.0,31.132
345,2017,3,Jujuy,33.796,9.395,20,23,8.0,43.242,337.0,5.723,26.835,7.369,2.962,41.0,2,0.0,43.269
346,2017,3,La Pampa,11.378,49.679,5.153,11.536,1.944,79.690,343.0,8.244,64.794,855.0,588.0,327.0,51,0.0,75.202
347,2017,3,La Rioja,16.638,34.984,14,252,25.0,51.913,16.0,1.497,40.882,3.899,5.604,23.0,3,0.0,51.924
348,2017,3,Mendoza,154.036,33.788,2.772,29,1.866,192.491,32.0,95.0,158.461,115.0,67.0,29.0,19,0.0,158.818
349,2017,3,Misiones,56.472,43.880,110,5,9.0,100.476,1.058,4.123,42.900,22.808,23.913,3.843,1.881,0.0,100.526
350,2017,3,Neuquén,48.001,52.468,1.044,11.576,2.695,115.784,2.036,1.457,72.532,1.034,20.213,7.067,4.937,0.0,109.276
351,2017,3,Río Negro,69.301,30.018,1.106,3.054,4.017,107.496,422.0,5.641,83.900,306.0,10.116,2.965,1.659,0.0,105.009
352,2017,3,Salta,80.782,50.284,127,158,1.167,132.518,645.0,4.494,78.830,32.433,14.62,2.315,63,0.0,133.400
353,2017,3,San Juan,54.499,5.068,816,1.053,1.013,62.449,31.0,1.077,57.582,1.0,0.0,2.0,2,0.0,58.695
354,2017,3,San Luis,11.407,7.576,347,26,2.363,21.719,63.0,3.0,12.325,7.0,0.0,1.0,7,0.0,12.406
355,2017,3,Santa Cruz,19.220,5.487,1.544,4.552,2.887,33.690,188.0,23.0,29.102,542.0,66.0,33.0,1,0.0,29.955
356,2017,3,Santa Fe,322.953,290.655,6.338,4.897,37.499,662.342,3.116,34.019,320.017,104.453,125.339,24.536,12.982,0.0,624.462
357,2017,3,Santiago Del Estero,27.733,54.096,19,911,35.0,82.794,69.0,3.288,40.435,18.489,3.047,30.0,2,0.0,65.360
358,2017,3,Tierra Del Fuego,21.587,7.012,622,1,2.244,31.466,9.0,297.0,33.858,0.0,0.0,0.0,0,0.0,34.164
359,2017,3,Tucumán,154.130,6.431,106,40,305.0,161.012,109.0,8.948,83.070,45.302,20.514,1.361,655,0.0,159.959
360,2017,4,Buenos Aires,1.241.172,1.718.013,131.181,60.082,31.448,3.181.896,3.865,55.046,1.551.194,264.645,712.513,335.14,151.747,114.182,3.188.332
361,2017,4,Capital Federal,571.363,961.688,36.277,3.119,9.877,1.582.324,314.0,31.411,517.018,284.04,458.12,178.396,114.939,0.0,1.584.238
362,2017,4,Catamarca,27.083,263,11,1,2.2,29.558,34.0,3.182,15.315,5.904,2.927,43.0,2,2.151,29.558
363,2017,4,Chaco,55.035,39.690,389,380,1.121,96.615,70.0,3.432,37.144,24.088,20.123,7.29,3.289,1.035,96.471
364,2017,4,Chubut,56.378,15.097,1.187,14.070,6.708,93.440,67.0,4.313,83.676,5.355,7.0,5.0,9,0.0,93.432
365,2017,4,Corrientes,56.786,34.722,894,1.334,35.0,93.771,11.0,5.22,41.080,23.686,16.046,5.053,2.675,0.0,93.771
366,2017,4,Córdoba,349.710,324.709,12.778,12.043,10.739,709.979,291.0,25.411,280.837,102.892,217.602,40.898,24.251,8.429,700.611
367,2017,4,Entre Ríos,107.764,73.692,1.894,10.267,86.0,193.703,1.685,9.078,95.466,45.189,30.01,7.958,4.113,0.0,193.499
368,2017,4,Formosa,23.410,6.973,19,1.603,51.0,32.056,1.11,4.061,13.220,4.867,6.996,977.0,824,0.0,32.055
369,2017,4,Jujuy,33.844,9.626,20,28,34.0,43.552,345.0,5.364,26.566,7.721,3.507,44.0,3,0.0,43.550
370,2017,4,La Pampa,10.808,50.495,8.272,10.569,1.927,82.071,310.0,8.729,66.053,1.227,792.0,391.0,81,3.503,81.086
371,2017,4,La Rioja,16.912,34.984,14,253,31.0,52.194,9.0,1.488,40.777,4.083,5.813,22.0,3,0.0,52.195
372,2017,4,Mendoza,152.896,16.114,3.015,6.206,1.92,180.151,26.0,1.656,177.646,438.0,278.0,29.0,81,0.0,180.154
373,2017,4,Misiones,56.271,47.470,95,5,54.0,103.895,1.053,3.9,41.723,23.131,22.262,9.091,2.735,0.0,103.895
374,2017,4,Neuquén,46.739,54.119,1.017,12.404,2.692,116.971,1.396,2.372,68.036,1.325,22.781,7.528,6.300,6.105,115.843
375,2017,4,Río Negro,68.690,30.451,1.250,4.259,5.114,109.764,409.0,5.598,81.078,485.0,12.502,3.447,2.440,3.719,109.678
376,2017,4,Salta,80.705,50.446,127,158,1.376,132.812,636.0,4.275,73.284,32.842,18.968,3.559,84,0.0,133.648
377,2017,4,San Juan,54.079,451,812,2.246,1.036,58.624,22.0,1.062,57.525,9.0,0.0,2.0,2,0.0,58.622
378,2017,4,San Luis,11.104,1.119,335,17,2.329,14.904,59.0,101.0,12.822,8.0,0.0,1.0,7,1.902,14.900
379,2017,4,Santa Cruz,18.614,1.668,582,4.638,3.95,29.452,68.0,78.0,29.073,655.0,100.0,1.0,3,0.0,29.978
380,2017,4,Santa Fe,341.680,293.831,10.602,10.965,15.382,672.460,3.109,34.132,309.998,108.939,151.329,30.736,19.602,14.119,671.964
381,2017,4,Santiago Del Estero,27.313,40.407,19,1.025,80.0,68.844,41.0,3.091,43.544,18.773,3.359,32.0,2,0.0,68.842
