,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares,Accesos TV por suscripción por cada 100 hab,Accesos TV por suscripción por cada 100 hogares
383,2017,4,Tucumán,"39,9","13,04","52,65","7,15","28,85"
384,2018,1,Buenos Aires,"62,63","25,89","79,97","15,49","47,83"
385,2018,1,Capital Federal,"106,24","56,48","134,65","24,18","57,64"
386,2018,1,Catamarca,"32,79","9,43","37,07","21,87","85,99"
387,2018,1,Chaco,"30,83","8,42","31,5","9,33","34,90"
388,2018,1,Chubut,"53,72","19,16","62,5","12,24","39,93"
389,2018,1,Corrientes,"32,66","9,07","34,44","9,64","36,62"
390,2018,1,Córdoba,"63,52","18,85","61,55","30,09","98,26"
391,2018,1,Entre Ríos,"48,68","15,9","53,19","15,51","51,87"
392,2018,1,Formosa,"21,4","6,76","26,56","8,85","34,77"
393,2018,1,Jujuy,"23,12","7,23","28,27","11,81","46,16"
394,2018,1,La Pampa,"71,75","21,42","65,02","23,86","72,41"
395,2018,1,La Rioja,"51,44","9,43","35,43","6,23","23,39"
396,2018,1,Mendoza,"37,07","18,56","66,49","4,55","16,30"
397,2018,1,Misiones,"30,96","8,42","30,9","10,94","40,15"
398,2018,1,Neuquén,"61,52","15,1","50,72","11,97","40,20"
399,2018,1,Río Negro,"49,82","19,28","62,69","12,41","40,36"
400,2018,1,Salta,"39,78","9,7","40,03","12,69","52,40"
401,2018,1,San Juan,"32,61","15,12","59,37","4,92","19,30"
402,2018,1,San Luis,"15,15","8,98","31,38","12,56","43,87"
403,2018,1,Santa Cruz,"33,55","12,83","43,11","15,43","51,84"
404,2018,1,Santa Fe,"62,28","19,84","63,11","17,96","57,10"
405,2018,1,Santiago Del Estero,"34,99","5,98","24,11","10,09","40,67"
406,2018,1,Tierra Del Fuego,"65,2","20,41","68,83","24,64","83,12"
407,2018,1,Tucumán,"41,18","13,03","52,62","7,14","28,81"
408,2018,2,Buenos Aires,"62,78","26,06","80,31","15,5","47,76"
409,2018,2,Capital Federal,"106,53","56,81","135,61","24,21","57,79"
410,2018,2,Catamarca,"32,86","9,36","36,78","19,25","75,66"
411,2018,2,Chaco,"31,25","8,31","31,08","9,2","34,41"
412,2018,2,Chubut,"54,9","19,58","63,88","12,51","40,80"
413,2018,2,Corrientes,"33,81",9,"34,17","9,12","34,64"
414,2018,2,Córdoba,"63,27","18,58","60,68","30,28","98,89"
415,2018,2,Entre Ríos,"49,2","15,72","52,57","15,54","51,97"
416,2018,2,Formosa,"29,43","6,68","26,25","8,75","34,39"
417,2018,2,Jujuy,"23,43","7,12","27,85","11,94","46,68"
418,2018,2,La Pampa,"71,04","21,5","65,25","23,44","71,15"
419,2018,2,La Rioja,"50,98","9,19","34,51","5,97","22,44"
420,2018,2,Mendoza,"36,97","18,51","66,32","4,58","16,40"
421,2018,2,Misiones,"31,63","8,77","32,21","10,95","40,22"
422,2018,2,Neuquén,"60,24","15,04","50,51","12,19","40,96"
423,2018,2,Río Negro,"50,15","19,21","62,45","12,05","39,17"
424,2018,2,Salta,"39,94","9,51","39,27","12,19","50,31"
425,2018,2,San Juan,"32,95","15,08","59,21","6,27","24,63"
426,2018,2,San Luis,"15,15","8,95","31,28","11,56","40,40"
427,2018,2,Santa Cruz,"33,33","12,76","42,88","15,38","51,68"
428,2018,2,Santa Fe,"62,57","19,7","62,64","17,69","56,25"
429,2018,2,Santiago Del Estero,"35,26","5,77","23,23","10,07","40,56"
430,2018,2,Tierra Del Fuego,"91,61","20,28","68,38","24,97","84,20"
431,2018,2,Tucumán,"41,51","12,97","52,34","7,2","29,07"
432,2018,3,Buenos Aires,"64,44","26,08","80,19","15,66","48,16"
433,2018,3,Capital Federal,"108,45","57,86","138,28","24,62","58,84"
434,2018,3,Catamarca,"32,92","9,27","36,43","20,35","80,00"
435,2018,3,Chaco,"32,28","7,75","28,99","8,39","31,38"
436,2018,3,Chubut,"56,39","19,49","63,59","14,97","48,85"
437,2018,3,Corrientes,"34,25","8,6","32,65","9,18","34,85"
438,2018,3,Córdoba,"64,24","18,28","59,71","29,19","95,33"
439,2018,3,Entre Ríos,"50,22","14,69","49,14","15,19","50,81"
440,2018,3,Formosa,"29,58","6,61","25,98","10,05","39,48"
441,2018,3,Jujuy,"23,26","7,02","27,47","12,15","47,51"
442,2018,3,La Pampa,"71,75","21,45","65,11","23,59","71,61"
443,2018,3,La Rioja,"50,73",9,"33,79","6,25","23,49"
444,2018,3,Mendoza,"37,99","18,46","66,15","6,02","21,56"
445,2018,3,Misiones,"32,1","8,41","30,87","10,95","40,22"
446,2018,3,Neuquén,"60,49","14,98","50,34","12,4","41,66"
447,2018,3,Río Negro,"50,54","19,14","62,22","13,04","42,40"
448,2018,3,Salta,"39,43","9,31","38,45","12,65","52,22"
449,2018,3,San Juan,"33,05","15,04","59,04","5,89","23,10"
450,2018,3,San Luis,"52,35","8,92","31,17","11,13","38,90"
451,2018,3,Santa Cruz,"32,73","12,66","42,55","16,26","54,66"
452,2018,3,Santa Fe,"63,41","19,29","61,36","18,09","57,53"
453,2018,3,Santiago Del Estero,"36,25","5,59","22,53","11,34","45,70"
454,2018,3,Tierra Del Fuego,"92,77","20,15","67,95","27,95","94,26"
455,2018,3,Tucumán,"41,68","12,89","52,05","7,59","30,64"
456,2018,4,Buenos Aires,"64,6","26,4","80,98","15,47","47,45"
457,2018,4,Capital Federal,"108,27","57,12","136,67","24,46","58,54"
458,2018,4,Catamarca,"32,23","9,02","35,48","8,19","32,19"
459,2018,4,Chaco,"32,59","8,08","30,22","8,43","31,54"
460,2018,4,Chubut,"42,61","19,5","63,61","15,03","49,04"
461,2018,4,Corrientes,"34,57","8,77","33,3","9,25","35,13"
462,2018,4,Córdoba,"65,09","18,14","59,23","28,56","93,29"
463,2018,4,Entre Ríos,"54,37","15,19","50,79","15,25","51,00"
464,2018,4,Formosa,"29,74","6,48","25,46","9,86","38,73"
465,2018,4,Jujuy,"46,53","6,92","27,07","13,03","50,96"
466,2018,4,La Pampa,"73,49","21,62","65,62","23,02","69,86"
467,2018,4,La Rioja,"50,35","8,79","33,01","6,45","24,21"
468,2018,4,Mendoza,"37,76","18,42","66,01",6,"21,48"
469,2018,4,Misiones,"34,45","8,41","30,89","11,12","40,84"
470,2018,4,Neuquén,"59,07","16,78","56,38","12,3","41,33"
471,2018,4,Río Negro,"51,86","19,07","62,01","12,46","40,50"
472,2018,4,Salta,"39,8","9,05","37,35","12,67","52,30"
473,2018,4,San Juan,"31,9","15,01","58,92","5,68","22,29"
474,2018,4,San Luis,"67,55","10,4","36,34","11,07","38,70"
475,2018,4,Santa Cruz,"23,69","12,6","42,35","16,21","54,46"
476,2018,4,Santa Fe,"65,59","19,97","63,51","17,15","54,55"
477,2018,4,Santiago Del Estero,"37,4","7,71","31,05","10,93","44,06"
478,2018,4,Tierra Del Fuego,"93,59","20,02","67,52","27,7","93,44"
479,2018,4,Tucumán,"41,76","12,65","51,07","7,54","30,44"
480,2019,1,Buenos Aires,"66,24","20,58",63,"15,52","47,51"
481,2019,1,Capital Federal,"109,2","52,1","124,82","25,7","61,57"
482,2019,1,Catamarca,"32,19","8,81","34,64","8,07","31,71"
483,2019,1,Chaco,"32,64","7,88","29,5","9,01","33,71"
484,2019,1,Chubut,43,"14,67","47,84","14,98","48,87"
485,2019,1,Corrientes,"35,13","8,58","32,59","9,15","34,75"
486,2019,1,Córdoba,"65,52","17,69","57,78","28,5","93,09"
487,2019,1,Entre Ríos,"56,79","14,88","49,78","15,36","51,36"
488,2019,1,Formosa,"29,68","6,32","24,81","9,48","37,24"
489,2019,1,Jujuy,"46,41","6,82","26,68","11,57","45,25"
490,2019,1,La Pampa,"76,35","18,59","56,42","22,95","69,67"
491,2019,1,La Rioja,"50,18","8,49","31,89","6,71","25,19"
492,2019,1,Mendoza,"37,66","12,28","43,99","7,16","25,65"
493,2019,1,Misiones,"36,26","8,18","30,04","11,07","40,64"
494,2019,1,Neuquén,"58,88","12,8","42,99","12,26","41,20"
495,2019,1,Río Negro,"53,57","13,66","44,41","12,26","39,87"
496,2019,1,Salta,"40,1","8,78","36,23","12,48","51,51"
497,2019,1,San Juan,"31,83","11,16","43,79","5,72","22,47"
498,2019,1,San Luis,"67,34","8,58","29,99","10,71","37,44"
499,2019,1,Santa Cruz,"23,67","9,66","32,47","16,07","54,01"
500,2019,1,Santa Fe,"66,97","19,58","62,26","17,14","54,52"
501,2019,1,Santiago Del Estero,"37,52","7,55","30,43","11,32","45,61"
502,2019,1,Tierra Del Fuego,"93,38","15,01","50,62","27,33","92,18"
503,2019,1,Tucumán,"41,63","12,39","50,03","7,11","28,71"
504,2019,2,Buenos Aires,"67,85","16,33","49,88","15,48","47,28"
505,2019,2,Capital Federal,"110,55","37,11","89,03","26,39","63,29"
506,2019,2,Catamarca,"32,13","8,52","33,51","8,04","31,61"
507,2019,2,Chaco,"34,14","7,69","28,78","9,11","34,08"
508,2019,2,Chubut,"46,99","14,17","46,22","14,42","47,05"
509,2019,2,Corrientes,"38,16","8,42","31,96","9,76","37,08"
510,2019,2,Córdoba,"68,07","17,33","56,6","28,6","93,42"
511,2019,2,Entre Ríos,"57,48","14,59","48,8","15,42","51,58"
512,2019,2,Formosa,"30,42","6,13","24,09","10,19","40,03"
513,2019,2,Jujuy,"44,51","6,73","26,31","11,62","45,46"
514,2019,2,La Pampa,"77,08","18,19","55,2","23,4","71,03"
515,2019,2,La Rioja,"48,7","8,14","30,56","6,67","25,07"
516,2019,2,Mendoza,"40,75","11,82","42,35","7,1","25,43"
517,2019,2,Misiones,"39,15","7,97","29,27","11,35","41,68"
518,2019,2,Neuquén,"63,08","12,48","41,94","12,09","40,62"
519,2019,2,Río Negro,"61,09","13,14","42,71","14,75","47,94"
520,2019,2,Salta,"41,89","8,52","35,18","13,2","54,51"
521,2019,2,San Juan,"35,6","10,89","42,75","5,61","22,04"
522,2019,2,San Luis,"81,79","6,68","23,33","10,68","37,32"
523,2019,2,Santa Cruz,"28,85","9,27","31,14","14,76","49,61"
524,2019,2,Santa Fe,"67,42","19,14","60,87","17,2","54,69"
525,2019,2,Santiago Del Estero,"52,79","7,39","29,77","11,26","45,38"
526,2019,2,Tierra Del Fuego,"94,8","14,36","48,44","27,13","91,52"
527,2019,2,Tucumán,"40,14","12,05","48,63","7,02","28,35"
528,2019,3,Buenos Aires,"69,36","19,63","59,81","15,74","47,95"
529,2019,3,Capital Federal,"112,65","48,73","117,04","28,07","67,41"
530,2019,3,Catamarca,"30,88","7,92","31,15","9,9","38,92"
531,2019,3,Chaco,"35,85","7,39","27,65","9,34","34,93"
532,2019,3,Chubut,"47,57","13,75","44,84","11,52","37,57"
533,2019,3,Corrientes,"38,49","8,19","31,11","9,8","37,21"
534,2019,3,Córdoba,"68,59","16,42","53,64","29,61","96,72"
535,2019,3,Entre Ríos,"57,9","14,12","47,24","15,73","52,61"
536,2019,3,Formosa,"30,11","5,98","23,51","9,83","38,61"
537,2019,3,Jujuy,"44,32","6,56","25,66","11,97","46,81"
538,2019,3,La Pampa,"77,45","17,92","54,38","23,21","70,43"
539,2019,3,La Rioja,"47,94","7,59","28,52","5,16","19,39"
540,2019,3,Mendoza,"40,74","11,44","40,98","5,27","18,87"
541,2019,3,Misiones,"39,33","7,67","28,16","11,48","42,16"
542,2019,3,Neuquén,"64,14","12,23","41,09","11,78","39,58"
543,2019,3,Río Negro,"63,42","12,74","41,41","15,07","49,00"
544,2019,3,Salta,"44,48","8,07","33,31","13,37","55,20"
545,2019,3,San Juan,"37,06","10,65","41,81","3,98","15,61"
546,2019,3,San Luis,"85,23","7,81","27,28","9,85","34,42"
547,2019,3,Santa Cruz,"35,63","8,94","30,05","13,42","45,11"
548,2019,3,Santa Fe,"68,87","18,44","58,65","18,66","59,34"
549,2019,3,Santiago Del Estero,"55,3","7,15","28,82","9,24","37,25"
550,2019,3,Tierra Del Fuego,"96,46","14,8","49,92","25,23","85,10"
551,2019,3,Tucumán,"39,49","11,46","46,26","6,55","26,44"
552,2019,4,Buenos Aires,"64,25","19,21","58,41","16,19","49,23"
553,2019,4,Capital Federal,"106,25","48,12","115,69","29,17","70,13"
554,2019,4,Catamarca,"36,44","7,53","29,59","9,93","39,03"
555,2019,4,Chaco,"36,84","7,26","27,16","9,55","35,71"
556,2019,4,Chubut,"51,15","13,34","43,53","11,4","37,20"
557,2019,4,Corrientes,"38,77","8,07","30,64","9,84","37,38"
558,2019,4,Córdoba,"70,48","15,96","52,13","29,79","97,30"
559,2019,4,Entre Ríos,"57,99","13,89","46,46","15,99","53,48"
560,2019,4,Formosa,"30,47","5,86","23,04","9,82","38,59"
561,2019,4,Jujuy,"45,38","6,46","25,25","12,42","48,55"
562,2019,4,La Pampa,"76,92",20,"60,7","22,72","68,97"
563,2019,4,La Rioja,"47,14","7,26","27,27","4,86","18,26"
564,2019,4,Mendoza,"33,65","11,05","39,6","5,17","18,54"
565,2019,4,Misiones,"39,79","7,48","27,47","11,53","42,32"
566,2019,4,Neuquén,"59,36","11,98","40,25","11,65","39,15"
567,2019,4,Río Negro,"55,71","12,28","39,92","14,9","48,46"
568,2019,4,Salta,"50,35","7,84","32,38","13,38","55,23"
569,2019,4,San Juan,"32,85","10,37","40,72","3,8","14,93"
570,2019,4,San Luis,"74,92","7,49","26,17","9,6","33,53"
571,2019,4,Santa Cruz,"36,71","8,44","28,36","13,31","44,72"
572,2019,4,Santa Fe,"69,48","18,25","58,05","18,69","59,45"
573,2019,4,Santiago Del Estero,"42,92","7,03","28,34","9,24","37,24"
574,2019,4,Tierra Del Fuego,"79,7","14,2","47,91","24,32","82,03"
575,2019,4,Tucumán,"47,65","11,13","44,95","6,74","27,21"
576,2020,1,Buenos Aires,"64,33","18,65","56,57","16,9","51,27"
577,2020,1,Capital Federal,"105,98","47,36","114,02","24,12","58,06"
578,2020,1,Catamarca,"37,62","7,18","28,23","9,5","37,33"
579,2020,1,Chaco,"37,48",7,"26,19","9,54","35,70"
580,2020,1,Chubut,"51,27","12,78","41,7","10,95","35,73"
581,2020,1,Corrientes,"38,73","7,84","29,78","9,85","37,41"
582,2020,1,Córdoba,"70,69","15,32","50,03","28,36","92,63"
583,2020,1,Entre Ríos,"56,12","13,52","45,22","15,96","53,38"
584,2020,1,Formosa,"30,23","5,73","22,5","9,82","38,56"
585,2020,1,Jujuy,"46,67","6,25","24,43","12,71","49,72"
586,2020,1,La Pampa,"75,77","19,79","60,06","22,35","67,85"
587,2020,1,La Rioja,"46,35","6,91","25,96","4,81","18,08"
588,2020,1,Mendoza,"33,14","10,62","38,07","5,2","18,63"
589,2020,1,Misiones,"39,02","7,23","26,54","11,41","41,88"
590,2020,1,Neuquén,"61,85","11,72","39,37","11,85","39,80"
591,2020,1,Río Negro,"55,12","11,86","38,55","14,75","47,97"
592,2020,1,Salta,"49,6","7,58","31,29","13,19","54,45"
593,2020,1,San Juan,"32,39","10,08","39,59","3,89","15,28"
594,2020,1,San Luis,"76,31","7,18","25,08","9,41","32,90"
595,2020,1,Santa Cruz,"35,97","8,1","27,21","11,94","40,14"
596,2020,1,Santa Fe,"69,52","17,71","56,31","19,02","60,49"
597,2020,1,Santiago Del Estero,"42,47","6,9","27,79","9,12","36,76"
598,2020,1,Tierra Del Fuego,"76,07","13,69","46,18","24,12","81,36"
599,2020,1,Tucumán,"47,85","10,81","43,63","6,54","26,40"
600,2020,2,Buenos Aires,"65,22","14,19","42,94","16,63","50,34"
601,2020,2,Capital Federal,"106,41","30,89","74,44",24,"57,85"
602,2020,2,Catamarca,"45,43","8,2","32,25","9,69","38,08"
603,2020,2,Chaco,"39,83","6,96","26,03","9,77","36,56"
604,2020,2,Chubut,"57,34","12,41","40,5","10,37","33,84"
605,2020,2,Corrientes,"40,3","7,79","29,57","9,96","37,81"
606,2020,2,Córdoba,"72,71","14,83","48,44","29,23","95,46"
607,2020,2,Entre Ríos,"56,54","13,24","44,28","15,78","52,78"
608,2020,2,Formosa,"31,14","5,81","22,84","9,8","38,52"
609,2020,2,Jujuy,"47,89","7,22","28,24","12,69","49,64"
610,2020,2,La Pampa,"76,1","19,71","59,83","22,58","68,53"
611,2020,2,La Rioja,"49,84","7,51","28,2","4,91","18,44"
612,2020,2,Mendoza,"36,25","10,25","36,73","5,16","18,50"
613,2020,2,Misiones,"40,89","7,01","25,73","11,28","41,42"
614,2020,2,Neuquén,"63,9","11,47","38,52","11,97","40,23"
615,2020,2,Río Negro,"56,37","11,8","38,37","14,94","48,58"
616,2020,2,Salta,"51,58","7,38","30,49","14,24","58,79"
617,2020,2,San Juan,"35,09","9,89","38,82","4,24","16,66"
618,2020,2,San Luis,"78,41","6,96","24,34","9,04","31,59"
619,2020,2,Santa Cruz,"35,79","7,72","25,93","11,98","40,26"
620,2020,2,Santa Fe,70,"17,33","55,1","19,03","60,53"
621,2020,2,Santiago Del Estero,"43,47","6,84","27,57","9,22","37,14"
622,2020,2,Tierra Del Fuego,"76,37","13,19","44,5","24,22","81,69"
623,2020,2,Tucumán,"51,78","10,8","43,6","5,74","23,17"
624,2020,3,Buenos Aires,"67,66","18,4","55,56","16,8","50,73"
625,2020,3,Capital Federal,"107,68","46,58","112,41","24,1","58,16"
626,2020,3,Catamarca,"47,16","8,08","31,75","9,8","38,54"
627,2020,3,Chaco,"41,54","6,84","25,6","9,94","37,19"
628,2020,3,Chubut,"68,34","11,75","38,34","10,61","34,61"
629,2020,3,Corrientes,"41,75","7,69","29,22","10,16","38,59"
630,2020,3,Córdoba,"75,22","14,59","47,64","29,04","94,86"
631,2020,3,Entre Ríos,"58,19","13,06","43,69","16,94","56,66"
632,2020,3,Formosa,"31,91","5,75","22,6","9,93","39,01"
633,2020,3,Jujuy,"54,04",6,"23,46","14,15","55,33"
634,2020,3,La Pampa,"79,26","19,65","59,65","22,08","67,01"
635,2020,3,La Rioja,"50,12","7,46","28,01","4,99","18,74"
636,2020,3,Mendoza,"37,35","9,85","35,3","5,27","18,87"
637,2020,3,Misiones,"41,6","7,03","25,83","10,92","40,08"
638,2020,3,Neuquén,"65,24","11,19","37,6","12,05","40,47"
639,2020,3,Río Negro,"57,05","11,38","36,99","15,01","48,81"
640,2020,3,Salta,"52,32","7,23","29,84","14,28","58,97"
641,2020,3,San Juan,"38,79","9,56","37,54","4,3","16,89"
642,2020,3,San Luis,"79,96","6,76","23,62","8,99","31,41"
643,2020,3,Santa Cruz,"35,95","7,43","24,97","12,14","40,80"
644,2020,3,Santa Fe,"72,12","17,63","56,08","19,49","61,98"
645,2020,3,Santiago Del Estero,"43,38","6,77","27,28","9,35","37,66"
646,2020,3,Tierra Del Fuego,"76,81","12,39","41,79","24,35","82,13"
647,2020,3,Tucumán,"53,23","10,72","43,26","6,48","26,18"
648,2020,4,Buenos Aires,"68,98","18,35","55,28","16,88","50,85"
649,2020,4,Capital Federal,"108,31","46,28","111,79","24,62","59,48"
650,2020,4,Catamarca,"49,41","8,04","31,61","10,1","39,70"
651,2020,4,Chaco,"43,03","6,71","25,09","9,76","36,51"
652,2020,4,Chubut,"68,35","11,72","38,22","11,75","38,34"
653,2020,4,Corrientes,"42,43","7,59","28,81","9,94","37,77"
654,2020,4,Córdoba,"78,08","14,17","46,28","28,42","92,81"
655,2020,4,Entre Ríos,"59,47","12,87","43,03","15,55","52,01"
656,2020,4,Formosa,"32,49","5,61","22,04","9,81","38,56"
657,2020,4,Jujuy,"53,46","5,9","23,07","14,17","55,40"
658,2020,4,La Pampa,"81,77","19,64","59,6","22,11","67,11"
659,2020,4,La Rioja,"50,11","7,41","27,82","5,99","22,50"
660,2020,4,Mendoza,"38,63","9,83","35,21","5,33","19,09"
661,2020,4,Misiones,"42,64","6,77","24,85","10,93","40,12"
662,2020,4,Neuquén,67,"11,17","37,52","11,91","40,00"
663,2020,4,Río Negro,"61,09","11,25","36,56","14,84","48,23"
664,2020,4,Salta,"54,04","7,1","29,3","14,24","58,78"
665,2020,4,San Juan,"36,32","9,54","37,44","4,3","16,89"
666,2020,4,San Luis,"81,68","6,74","23,55","8,96","31,32"
667,2020,4,Santa Cruz,37,"7,37","24,78",12,"40,33"
668,2020,4,Santa Fe,"73,58","16,7","53,1","19,3","61,38"
669,2020,4,Santiago Del Estero,"43,75","6,75","27,21","9,4","37,87"
670,2020,4,Tierra Del Fuego,"76,27","12,31","41,53","24,22","81,71"
671,2020,4,Tucumán,"54,78","10,65","42,99","6,52","26,34"
672,2021,1,Buenos Aires,"69,11","18,32","55,58","16,57","49,78"
673,2021,1,Capital Federal,"108,42","45,39","109,28","24,07","58,22"
674,2021,1,Catamarca,"48,9","6,42","25,24","10,23","40,24"
675,2021,1,Chaco,"43,14","6,32","23,63","9,76","36,52"
676,2021,1,Chubut,"68,99","11,87","38,72","11,69","38,13"
677,2021,1,Corrientes,"42,66","7,06","26,79","10,03","38,10"
678,2021,1,Córdoba,"78,59","13,98","45,65","28,67","93,65"
679,2021,1,Entre Ríos,"60,44","12,19","40,77","15,89","53,16"
680,2021,1,Formosa,"32,73","5,18","20,35","9,94","39,06"
681,2021,1,Jujuy,"55,63","5,59","21,87","13,76","53,82"
682,2021,1,La Pampa,"81,78","19,91","60,42","22,22","67,45"
683,2021,1,La Rioja,"49,81","6,19","23,25","4,96","18,62"
684,2021,1,Mendoza,"39,15","9,9","35,47","5,3","18,99"
685,2021,1,Misiones,"43,17","6,53","23,98","10,87","39,92"
686,2021,1,Neuquén,"66,84","11,25","37,8","11,7","39,29"
687,2021,1,Río Negro,"60,88","11,1","36,1","14,68","47,74"
688,2021,1,Salta,"53,93","6,78","28,01","14,2","58,63"
689,2021,1,San Juan,"39,06","9,61","37,74","4,31","16,93"
690,2021,1,San Luis,"81,24","6,8","23,77","8,89","31,08"
691,2021,1,Santa Cruz,"41,65","7,43","24,95","11,9","40,00"
692,2021,1,Santa Fe,"73,92","16,16","51,4","19,33","61,46"
693,2021,1,Santiago Del Estero,"45,67","6,38","25,69","16,2","65,27"
694,2021,1,Tierra Del Fuego,"77,35","12,54","42,3","23,85","80,43"
695,2021,1,Tucumán,"54,82","9,67","39,03","6,47","26,12"
696,2021,2,Buenos Aires,70,"13,65","41,31","16,58","49,70"
697,2021,2,Capital Federal,"110,14","27,67","66,68","24,09","58,32"
698,2021,2,Catamarca,"52,34","6,44","25,34","10,23","40,20"
699,2021,2,Chaco,"43,33","6,3","23,56","9,65","36,10"
700,2021,2,Chubut,"72,29","11,82","38,57","11,76","38,37"
701,2021,2,Corrientes,"43,54","7,19","27,3","9,97","37,88"
702,2021,2,Córdoba,"80,12","13,31","43,49","28,27","92,34"
703,2021,2,Entre Ríos,"61,66","12,17","40,7","15,93","53,29"
704,2021,2,Formosa,"33,23","5,31","20,86","9,94","39,07"
705,2021,2,Jujuy,"56,18","4,77","18,67","13,67","53,47"
706,2021,2,La Pampa,"82,08","19,91","60,42","22,07","67,00"
707,2021,2,La Rioja,"76,98","5,69","21,37","5,09","19,13"
708,2021,2,Mendoza,"40,97","9,86","35,33","5,41","19,39"
709,2021,2,Misiones,"45,01","6,45","23,67","11,01","40,43"
710,2021,2,Neuquén,"69,14","11,2","37,63","11,63","39,07"
711,2021,2,Río Negro,"61,94","11,26","36,6","14,68","47,74"
712,2021,2,Salta,"54,93","6,76","27,92","13,57","56,03"
713,2021,2,San Juan,"39,28","9,59","37,64","4,28","16,79"
714,2021,2,San Luis,"83,48","6,78","23,69","8,89","31,05"
715,2021,2,Santa Cruz,"44,01","7,39","24,84","11,32","38,06"
716,2021,2,Santa Fe,"75,07","15,71","49,96","18,95","60,28"
717,2021,2,Santiago Del Estero,"46,56","6,02","24,26","16,4","66,08"
718,2021,2,Tierra Del Fuego,"67,89","12,46","42,04","23,77","80,18"
719,2021,2,Tucumán,"54,93","8,27","33,37","6,66","26,90"
720,2021,3,Buenos Aires,"71,68","18,01","54,38","16,78","50,19"
721,2021,3,Capital Federal,"111,27","44,45","107,27","24,21","58,69"
722,2021,3,Catamarca,"52,71","5,93","23,32","10,38","40,80"
723,2021,3,Chaco,"42,96","6,11","22,88","9,49","35,49"
724,2021,3,Chubut,"80,71","11,77","38,41","11,84","38,64"
725,2021,3,Corrientes,"44,9","6,95","26,41","10,22","38,82"
726,2021,3,Córdoba,"81,28","12,85","41,97","29,06","94,91"
727,2021,3,Entre Ríos,"62,18","11,82","39,52","17,42","58,25"
728,2021,3,Formosa,"33,96","5,03","19,76","10,83","42,57"
729,2021,3,Jujuy,"55,69","4,55","17,8","13,82","54,05"
730,2021,3,La Pampa,"84,28","19,98","60,65","22,4","67,98"
731,2021,3,La Rioja,"77,26","5,48","20,59","5,19","19,49"
732,2021,3,Mendoza,"45,55","9,83","35,23","5,58","20,00"
733,2021,3,Misiones,"45,57","6,24","22,92",11,"40,38"
734,2021,3,Neuquén,"69,71","11,15","37,46","11,56","38,84"
735,2021,3,Río Negro,"61,97","11,18","36,33","14,79","48,08"
736,2021,3,Salta,"55,96","6,57","27,14","16,83","69,51"
737,2021,3,San Juan,"39,46","9,56","37,54","4,3","16,88"
738,2021,3,San Luis,"79,87","6,76","23,62","8,99","31,41"
739,2021,3,Santa Cruz,"43,75","7,34","24,68","11,23","37,74"
740,2021,3,Santa Fe,"75,02","15,25","48,48","23,12","73,52"
741,2021,3,Santiago Del Estero,47,"5,85","23,59","19,26","77,62"
742,2021,3,Tierra Del Fuego,"94,95","12,39","41,79","23,79","80,26"
743,2021,3,Tucumán,"54,64","7,84","31,64","6,6","26,64"
744,2021,4,Buenos Aires,"75,66","18,81","56,67","16,89","50,38"
745,2021,4,Capital Federal,"111,27","46,77","112,99","24,22","58,79"
746,2021,4,Catamarca,"55,25","7,11","27,94","10,68","42,01"
747,2021,4,Chaco,"44,05","7,51","28,1","9,61","35,97"
748,2021,4,Chubut,"82,57","10,94","35,71","12,1","39,48"
749,2021,4,Corrientes,"45,51","8,71","33,08","10,27","39,01"
750,2021,4,Córdoba,"84,51","15,46","50,49","29,33","95,80"
751,2021,4,Entre Ríos,"63,16","14,92","49,89","16,34","54,64"
752,2021,4,Formosa,"34,45",6,"23,56","11,01","43,27"
753,2021,4,Jujuy,"56,92","5,72","22,35","13,84","54,13"
754,2021,4,La Pampa,"89,57","19,95","60,55","22,72","68,95"
755,2021,4,La Rioja,"77,92","6,76","25,41","6,39","24,01"
756,2021,4,Mendoza,"47,51","10,23","36,67","5,73","20,53"
757,2021,4,Misiones,"49,06","7,78","28,58","10,9","40,03"
758,2021,4,Neuquén,"73,3","10,88","36,55","11,35","38,12"
759,2021,4,Río Negro,"65,69","11,48","37,33","14,62","47,53"
760,2021,4,Salta,"56,81","8,4","34,69","14,24","58,79"
761,2021,4,San Juan,"39,59","8,49","33,34","4,22","16,59"
762,2021,4,San Luis,"80,3","6,46","22,58","8,98","31,37"
763,2021,4,Santa Cruz,"43,05","7,51","25,23","11,02","37,05"
764,2021,4,Santa Fe,"77,09","18,49","58,79","20,89","66,45"
765,2021,4,Santiago Del Estero,"47,05","6,78","27,34","19,23","77,49"
766,2021,4,Tierra Del Fuego,"98,4","10,81","36,46","23,65","79,76"
767,2021,4,Tucumán,"55,93","9,73","39,28","6,39","25,79"
768,2022,1,Buenos Aires,"76,08","19,11","57,95","16,7","49,70"
769,2022,1,Capital Federal,"111,8","49,05","118,08","24,19","58,78"
770,2022,1,Catamarca,"58,21","7,28","28,63","11,18","43,97"
771,2022,1,Chaco,"44,06","7,07","26,44","9,78","36,61"
772,2022,1,Chubut,"88,05","11,79","38,48","12,22","39,88"
773,2022,1,Corrientes,"47,64","7,96","30,23","11,54","43,83"
774,2022,1,Córdoba,"85,76","15,47","50,53","29,41","96,05"
775,2022,1,Entre Ríos,"63,7","13,73","45,91","16,29","54,48"
